code,learning_area_code,learning_area,level,component_code,component,strand_code,strand,content
LEA1-LAN-2,LEA,Learning Languages,1,LAN,Language Knowledge,2,,Make connections with their own language(s).
LEA1-CUL-1,LEA,Learning Languages,1,CUL,Cultural Knowledge,1,,Recognise that the target culture(s) is (are) organised in particular ways.
LEA1-CUL-2,LEA,Learning Languages,1,CUL,Cultural Knowledge,2,,Make connections with known culture(s).
LEA2-COM-SEL,LEA,Learning Languages,2,COM,Communication,SEL,"Selecting and using language, symbols, and texts to communicate",Receive and produce information.
LEA2-COM-MAN,LEA,Learning Languages,2,COM,Communication,MAN,Managing self and relating to others,Produce and respond to questions and requests.
LEA2-COM-PAR,LEA,Learning Languages,2,COM,Communication,PAR,Participating and contributing in communities,Show social awareness when interacting with others.
LEA2-LAN-1,LEA,Learning Languages,2,LAN,Language Knowledge,1,,Recognise that the target language is organised in particular ways.
LEA2-LAN-2,LEA,Learning Languages,2,LAN,Language Knowledge,2,,Make connections with their own language(s).
LEA2-CUL-1,LEA,Learning Languages,2,CUL,Cultural Knowledge,1,,Recognise that the target culture(s) is (are) organised in particular ways.
LEA2-CUL-2,LEA,Learning Languages,2,CUL,Cultural Knowledge,2,,Make connections with known culture(s).
LEA3-COM-SEL,LEA,Learning Languages,3,COM,Communication,SEL,"Selecting and using language, symbols, and texts to communicate",Understand and produce information and ideas.
LEA3-COM-MAN,LEA,Learning Languages,3,COM,Communication,MAN,Managing self and relating to others,Express and respond to personal needs and interests.
LEA3-COM-PAR,LEA,Learning Languages,3,COM,Communication,PAR,Participating and contributing in communities,Use cultural knowledge to communicate appropriately.
LEA3-LAN-1,LEA,Learning Languages,3,LAN,Language Knowledge,1,,Recognise and describe ways in which the target language is organised.
LEA3-LAN-2,LEA,Learning Languages,3,LAN,Language Knowledge,2,,Compare and contrast languages.
LEA3-CUL-1,LEA,Learning Languages,3,CUL,Cultural Knowledge,1,,Recognise and describe ways in which the target culture(s) is (are) organised.
LEA3-CUL-2,LEA,Learning Languages,3,CUL,Cultural Knowledge,2,,Compare and contrast cultural practices.
LEA4-COM-SEL,LEA,Learning Languages,4,COM,Communication,SEL,"Selecting and using language, symbols, and texts to communicate",Understand and produce information and ideas.
LEA4-COM-MAN,LEA,Learning Languages,4,COM,Communication,MAN,Managing self and relating to others,Express and respond to personal needs and interests.
LEA4-COM-PAR,LEA,Learning Languages,4,COM,Communication,PAR,Participating and contributing in communities,Use cultural knowledge to communicate appropriately.
LEA4-LAN-1,LEA,Learning Languages,4,LAN,Language Knowledge,1,,Recognise and describe ways in which the target language is organised.
LEA4-LAN-2,LEA,Learning Languages,4,LAN,Language Knowledge,2,,Compare and contrast languages.
LEA4-CUL-1,LEA,Learning Languages,4,CUL,Cultural Knowledge,1,,Recognise and describe ways in which the target culture(s) is (are) organised.
LEA4-CUL-2,LEA,Learning Languages,4,CUL,Cultural Knowledge,2,,Compare and contrast cultural practices.
LEA5-COM-SEL,LEA,Learning Languages,5,COM,Communication,SEL,"Selecting and using language, symbols, and texts to communicate","Communicate information, ideas, and opinions through different text types."
LEA5-COM-MAN,LEA,Learning Languages,5,COM,Communication,MAN,Managing self and relating to others,Express and respond to personal ideas and opinions.
LEA5-COM-PAR,LEA,Learning Languages,5,COM,Communication,PAR,Participating and contributing in communities,Communicate appropriately in different situations.
LEA5-LAN,LEA,Learning Languages,5,LAN,Language Knowledge,,,Understand ways in which the target language is organised for different purposes.
LEA5-CUL,LEA,Learning Languages,5,CUL,Cultural Knowledge,,,Understand ways in which the target culture(s) is (are) organised for different purposes.
LEA6-COM-SEL,LEA,Learning Languages,6,COM,Communication,SEL,"Selecting and using language, symbols, and texts to communicate","Communicate information, ideas, and opinions through different text types."
LEA6-COM-MAN,LEA,Learning Languages,6,COM,Communication,MAN,Managing self and relating to others,Express and respond to personal ideas and opinions.
LEA6-COM-PAR,LEA,Learning Languages,6,COM,Communication,PAR,Participating and contributing in communities,Communicate appropriately in different situations.
LEA6-LAN,LEA,Learning Languages,6,LAN,Language Knowledge,,,Understand ways in which the target language is organised for different purposes.
LEA6-CUL,LEA,Learning Languages,6,CUL,Cultural Knowledge,,,Understand ways in which the target culture(s) is (are) organised for different purposes.
LEA7-COM-SEL,LEA,Learning Languages,7,COM,Communication,SEL,"Selecting and using language, symbols, and texts to communicate","Communicate information, ideas, and opinions through increasingly complex and varied texts."
LEA7-COM-MAN,LEA,Learning Languages,7,COM,Communication,MAN,Managing self and relating to others,"Explore the views of others, developing and sharing personal perspectives."
LEA7-COM-PAR,LEA,Learning Languages,7,COM,Communication,PAR,Participating and contributing in communities,Engage in sustained interaction and produce extended text.
LEA7-LAN-1,LEA,Learning Languages,7,LAN,Language Knowledge,1,,Analyse ways in which the target language is organised in different texts and for different purposes.
LEA7-LAN-2,LEA,Learning Languages,7,LAN,Language Knowledge,2,,Explore how linguistic meaning is conveyed across languages.
LEA7-CUL-1,LEA,Learning Languages,7,CUL,Cultural Knowledge,1,,Analyse ways in which the target culture(s) is (are) organised for different purposes and for different audiences.
LEA7-CUL-2,LEA,Learning Languages,7,CUL,Cultural Knowledge,2,,Analyse how the use of the target language expresses cultural meanings.
LEA8-COM-SEL,LEA,Learning Languages,8,COM,Communication,SEL,"Selecting and using language, symbols, and texts to communicate","Communicate information, ideas, and opinions through increasingly complex and varied texts."
LEA8-COM-MAN,LEA,Learning Languages,8,COM,Communication,MAN,Managing self and relating to others,"Explore the views of others, developing and sharing personal perspectives."
LEA8-COM-PAR,LEA,Learning Languages,8,COM,Communication,PAR,Participating and contributing in communities,Engage in sustained interaction and produce extended text.
LEA8-LAN-1,LEA,Learning Languages,8,LAN,Language Knowledge,1,,Analyse ways in which the target language is organised in different texts and for different purposes.
LEA8-LAN-2,LEA,Learning Languages,8,LAN,Language Knowledge,2,,Explore how linguistic meaning is conveyed across languages.
LEA8-CUL-1,LEA,Learning Languages,8,CUL,Cultural Knowledge,1,,Analyse ways in which the target culture(s) is (are) organised for different purposes and for different audiences.
LEA8-CUL-2,LEA,Learning Languages,8,CUL,Cultural Knowledge,2,,Analyse how the use of the target language expresses cultural meanings.
ENG1-LIS-PRO,ENG,English,1,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"Acquire and begin to use sources of information, processes, and strategies to identify, form, and express ideas.<br />indicators:<br />selects and reads texts for enjoyment and personal fulfilment;<br />has an awareness of the connections between oral, written, and visual language;<br />uses sources of information (meaning, structure, visual and grapho phonic information and prior knowledge to make sense of a range of texts;<br />associates sounds with letter clusters as well as with individual letters;<br />uses processing and some comprehension strategies with some confidence;<br />is developing the ability to think critically about texts;<br />begins to monitor, self evaluate, and describe progress."
ENG1-LIS-PUR,ENG,English,1,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,Recognise that texts are shaped for different purposes and audiences.<br />indicators:<br />identifies the purposes of simple texts;<br />evaluates the usefulness of simple texts.
ENG1-LIS-IDE,ENG,English,1,LIS,"Listening, Reading, and Viewing",IDE,Ideas,Recognise and identify ideas within and across texts.<br />indicators:<br />understands that personal experience can influence the meaning gained from texts;<br />makes meaning of texts by identifying ideas in some texts.
ENG1-LIS-LAN,ENG,English,1,LIS,"Listening, Reading, and Viewing",LAN,Language features,"Recognise and begin to understand how language features are used for effect within and across texts.<br />indicators:<br />begins to recognise that oral, written, and visual language features can be used for effect;<br />recognises a large bank of high frequency and some topic specific words;<br />shows some knowledge of the text conventions, such as capital letters, full stops, and word order; volume and clarity; and simple symbols."
ENG1-LIS-STR,ENG,English,1,LIS,"Listening, Reading, and Viewing",STR,Structure,"Recognise and begin to understand text structures.<br />indicators:<br />understands that the order and organisation of words, sentences, and images contribute to text meaning;<br />recognises some text forms and some differences between them."
ENG1-SPE-PRO,ENG,English,1,SPE,"Speaking, Writing, Presenting",PRO,Processes and strategies,"Acquire and begin to use sources of information, processes, and strategies to identify, form, and express ideas.<br />indicators:<br />has an awareness of the connections between oral, written, and visual language when creating text;<br />creates texts by using meaning, structure, visual and grapho phonic sources of information, prior knowledge, and some processing strategies with some confidence;<br />seeks feedback and makes changes to texts;<br />is becoming reflective about the production of own texts;<br />begins to monitor, self evaluate, and describe progress."
ENG1-SPE-PUR,ENG,English,1,SPE,"Speaking, Writing, Presenting",PUR,Purposes and audiences,"Recognise how to shape texts for a purpose and an audience.<br />indicators:<br />constructs texts that demonstrate some awareness of purpose and audience through appropriate choice of content, language, and text form;<br />expects the texts they create to be understood, responded to, and appreciated by others;<br />is developing and conveying personal voice where appropriate."
ENG1-SPE-IDE,ENG,English,1,SPE,"Speaking, Writing, Presenting",IDE,Ideas,"Form and express ideas on a range of topics.<br />indicators:<br />forms and expresses simple ideas and information, usually drawing from personal experience and knowledge;<br />begins to support ideas with some detail."
ENG1-SPE-LAN,ENG,English,1,SPE,"Speaking, Writing, Presenting",LAN,Language features,"Use language features, showing some recognition of their effects.<br />indicators:<br />uses some oral, written, and visual language features to create meaning and effect;<br />uses a range of high frequency, topic specific, and personal content words to create meaning;<br />spells some high frequency words correctly and begins to use some common spelling patterns;<br />begins to use some strategies to self correct and monitor spelling;<br />writes most letters and number forms legibly when creating texts; <br />begins to gain control of text conventions such as: capital letters and full stops; some basic grammatical conventions; volume, clarity, and tone; and simple symbols."
ENG1-SPE-STR,ENG,English,1,SPE,"Speaking, Writing, Presenting",STR,Structure,"Organise texts, using simple structures.<br />indicators:<br />uses knowledge of word and sentence order to communicate meaning in simple texts;<br />begins to sequence ideas and information;<br />uses simple sentences with some variation in beginnings;<br />may attempt compound and complex sentences."
ENG2-LIS-PRO,ENG,English,2,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"and reads texts for enjoyment and personal fulfilment;<br />recognises connections between oral, written, and visual language;<br />selects and uses sources of information (meaning, structure, visual and grapho phonic information) and prior knowledge with growing confidence to make sense of increasingly varied and complex texts;<br />uses an increasing knowledge of letter clusters, affixes, roots, and compound words to confirm predictions;<br />selects and uses processing strategies and an increasing range of comprehension strategies with some understanding and confidence;<br />thinks critically about texts with some confidence;<br />monitors, self evaluates, and describes progress with some confidence."
ENG2-LIS-PUR,ENG,English,2,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,"Show some understanding of how texts are shaped for different purposes and audiences.<br />indicators:<br />recognises how texts are constructed for different purposes, audiences, and situations;<br />understands that texts are created from a particular point of view;<br />evaluates the reliability and usefulness of texts with some confidence."
ENG2-LIS-IDE,ENG,English,2,LIS,"Listening, Reading, and Viewing",IDE,Ideas,"Show some understanding of ideas within, across, and beyond texts.<br />indicators:<br />uses their personal experience and world and literacy knowledge to make meaning from texts;<br />makes meaning of increasingly complex texts by identifying main ideas;<br />makes and supports inferences from texts with some independence."
ENG2-LIS-LAN,ENG,English,2,LIS,"Listening, Reading, and Viewing",LAN,Language features,"Show some understanding of how language features are used for effect within and across texts.<br />indicators:<br />recognises that oral, written, and visual language features can be used for effect;<br />uses a large and increasing bank of high frequency, topic specific, and personal content words to make meaning;<br />shows an increasing knowledge of the conventions of text;<br />recognises that authors have different voices and styles."
ENG2-LIS-STR,ENG,English,2,LIS,"Listening, Reading, and Viewing",STR,Structure,"Show some understanding of text structures.<br />indicators:<br />understands that the order and organisation of words, sentences, paragraphs, and images contribute to text meaning;<br />recognises an increasing range of text forms and differences between them."
ENG2-SPE-PRO,ENG,English,2,SPE,"Speaking, Writing, Presenting",PRO,Processes and strategies,"Select and use sources of information, processes, and strategies with some confidence to identify, form, and express ideas.<br />indicators:<br />shows some understanding of the connections between oral, written, and visual language when creating texts;<br />creates texts by using meaning, structure, visual and grapho phonic sources of information, and processing strategies with growing confidence;<br />seeks feedback and makes changes to texts to improve clarity and meaning;<br />is reflective about the production of texts: monitors, self evaluates, and describes progress with some confidence."
ENG2-SPE-PUR,ENG,English,2,SPE,"Speaking, Writing, Presenting",PUR,Purposes and audiences,"Show some understanding of how to shape texts for different purposes and audiences.<br />indicators:<br />constructs texts that demonstrate a growing awareness of audience and purpose through appropriate choice of content, language, and text form;<br />expects the texts they create to be understood, responded to, and appreciated by others;<br />develops and conveys personal voice where appropriate."
ENG2-SPE-IDE,ENG,English,2,SPE,"Speaking, Writing, Presenting",IDE,Ideas,"Select, form, and express ideas on a range of topics.<br />indicators:<br />forms and expresses ideas and information with reasonable clarity, often drawing on personal experience and knowledge;<br />begins to add or delete details and comments, showing some selectivity in the process."
ENG2-SPE-LAN,ENG,English,2,SPE,"Speaking, Writing, Presenting",LAN,Language features,"Use language features appropriately, showing some understanding of their effects.<br />indicators:<br />uses oral, written, and visual language features to create meaning and effect;<br />uses a large and increasing bank of high frequency, topic specific, and personal content words to create meaning;<br />spells most high frequency words correctly and shows growing knowledge of common spelling patterns;<br />uses a range of strategies to self monitor and self correct spelling;<br />writes legibly and with increasing fluency when creating texts;<br />gains increasing control of text conventions, including some grammatical conventions."
ENG2-SPE-STR,ENG,English,2,SPE,"Speaking, Writing, Presenting",STR,Structure,"Organise texts using a range of structures.<br />indicators::<br />uses knowledge of word and sentence order to communicate meaning when creating text;<br />organises and sequences ideas and information with some confidence;<br />begins to use a variety of sentence structures, beginnings, and lengths."
ENG3-LIS-PRO,ENG,English,3,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies with developing confidence to identify, form, and express ideas.<br />indicators:<br />selects and reads texts for enjoyment and personal fulfilment;<br />recognises and understands the connections between oral, written, and visual language;<br />integrates sources of information and prior knowledge with developing confidence to make sense of increasingly varied and complex texts;<br />selects and uses a range of processing and comprehension strategies with growing understanding and confidence;<br />thinks critically about texts with developing confidence;<br />monitors, self evaluates, and describes progress with growing confidence."
ENG3-LIS-PUR,ENG,English,3,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,"Show a developing understanding of how texts are shaped for different purposes and audiences.<br />indicators:<br />recognises and understands how texts are constructed for a range of purposes, audiences, and situations; <br />identifies particular points of view and begins to recognise that texts can position a reader;<br />evaluates the reliability and usefulness of texts with increasing confidence."
ENG3-LIS-IDE,ENG,English,3,LIS,"Listening, Reading, and Viewing",IDE,Ideas,"Show a developing understanding of ideas within, across, and beyond texts.<br />indicators:<br />uses their personal experience and world and literacy knowledge confidently to make meaning from texts;<br />makes meaning of increasingly complex texts by identifying main and subsidiary ideas in them;<br />starts to make connections by thinking about underlying ideas in and between texts;<br />recognises that there may be more than one reading available within a text;<br />makes and supports inferences from texts with increasing independence."
ENG3-LIS-LAN,ENG,English,3,LIS,"Listening, Reading, and Viewing",LAN,Language features,"Show a developing understanding of how language features are used for effect within and across texts.<br />indicators:<br />identifies oral, written, and visual language features used in texts and recognises their effects;<br />uses an increasing vocabulary to make meaning;<br />shows an increasing knowledge of how a range of text conventions can be used appropriately;<br />knows that authors have different voices and styles and can identify some of these differences."
ENG3-LIS-STR,ENG,English,3,LIS,"Listening, Reading, and Viewing",STR,Structure,"Organise texts, using a range of appropriate structures.<br />indicators:<br />understands that the order and organisation of words, sentences, paragraphs, and images contribute to and affect text meaning;<br />identifies a range of text forms and recognises some of their characteristics and conventions."
ENG3-SPE-PRO,ENG,English,3,SPE,"Speaking, Writing, Presenting",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies with developing confidence to identify, form, and express ideas.<br />indicators:<br />uses a developing understanding of the connections between oral, written, and visual language when creating texts;<br />creates a range of texts by integrating sources of information and processing strategies with developing confidence;<br />seeks feedback and makes changes to texts to improve clarity, meaning, and effect;<br />is reflective about the production of own texts: monitors and self evaluates progress, articulating learning with growing confidence."
ENG3-SPE-PUR,ENG,English,3,SPE,"Speaking, Writing, Presenting",PUR,Purposes and audiences,"Show a developing understanding of how to shape texts for different purposes and audiences.<br />indicators:<br />constructs texts that show a growing awareness of purpose and audience through careful choice of content, language, and text form;<br />conveys and sustains personal voice where appropriate."
ENG3-SPE-IDE,ENG,English,3,SPE,"Speaking, Writing, Presenting",IDE,Ideas,"Select, form, and communicate ideas on a range of topics.<br />indicators:<br />forms and expresses ideas and information with increased clarity, drawing on a range of sources;<br />adds or changes details and comments to support ideas, showing some selectivity in the process;<br />ideas suggest awareness of a range of dimensions or viewpoints."
ENG3-SPE-LAN,ENG,English,3,SPE,"Speaking, Writing, Presenting",LAN,Language features,"Use language features appropriately, showing a developing understanding of their effects.<br />indicators:<br />uses oral, written, and visual language features to create meaning and effect and engage interest;<br />uses a range of vocabulary to communicate meaning;<br />demonstrates good understanding of all basic spelling patterns and sounds in written English;<br />uses an increasing range of strategies to self monitor and self correct spelling;<br />writes legibly, fluently, and with ease when creating texts;<br />uses a range of text conventions, including most grammatical conventions, appropriately and with increasing accuracy."
ENG3-SPE-STR,ENG,English,3,SPE,"Speaking, Writing, Presenting",STR,Structure,"Organise texts, using a range of appropriate structures.<br />indicators:<br />organises written ideas into paragraphs with increasing confidence;<br />organises and sequences ideas and information with increasing confidence;<br />uses a variety of sentence structures, beginnings, and lengths."
ENG4-LIS-PRO,ENG,English,4,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies confidently to identify, form, and express ideas.<br />indicators:<br />selects and reads texts for enjoyment and personal fulfilment;<br />recognises and understands the connections between oral, written, and visual language;<br />integrates sources of information and prior knowledge confidently to make sense of increasingly varied and complex texts;<br />selects and uses appropriate processing and comprehension strategies with increasing understanding and confidence;<br />thinks critically about texts with increasing understanding and confidence;<br />monitors, self evaluates, describes progress, and articulates learning with confidence."
ENG4-LIS-PUR,ENG,English,4,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,"Show an increasing understanding of how texts are shaped for different purposes and audiences.<br />indicators:<br />recognises and understands how texts are constructed for a range of purposes, audiences, and situations;<br />identifies particular points of view and recognises that texts can position a reader; <br />evaluates the reliability and usefulness of texts with increasing confidence."
ENG4-LIS-IDE,ENG,English,4,LIS,"Listening, Reading, and Viewing",IDE,Ideas,"Show an increasing understanding of ideas within, across, and beyond texts.<br />indicators:<br />makes meaning of increasingly complex texts by identifying and understanding main and subsidiary ideas and the links between them;<br />makes connections by thinking about underlying ideas within and between texts from a range of contexts;<br />recognises that there may be more than one reading available within a text;<br />makes and supports inferences from texts with increasing independence."
ENG4-LIS-LAN,ENG,English,4,LIS,"Listening, Reading, and Viewing",LAN,Language features,"Show an increasing understanding of how language features are used for effect within and across texts.<br />indicators:<br />identifies oral, written, and visual features used and recognises and describes their effects;<br />uses an increasing vocabulary to make meaning;<br />shows an increasing knowledge of how a range of text conventions can be used appropriately and effectively;<br />knows that authors have different voices and styles and can identify and describe some of these differences."
ENG4-LIS-STR,ENG,English,4,LIS,"Listening, Reading, and Viewing",STR,Structure,"Show an increasing understanding of text structures.<br />indicators:<br />understands that the order and organisation of words, sentences, paragraphs, and images contribute to and affect meaning in a range of texts;<br />identifies an increasing range of text forms and recognises and describes their characteristics and conventions."
ENG4-SPE-PRO,ENG,English,4,SPE,"Speaking, Writing, Presenting",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies confidently to identify, form, and express ideas.<br />indicators:<br />uses an increasing understanding of the connections between oral, written, and visual language when creating texts;<br />creates a range of texts by integrating sources of information and processing strategies with increasing confidence;<br />seeks feedback and makes changes to texts to improve clarity, meaning, and effect;<br />is reflective about the production of own texts: monitors and self evaluates progress, articulating learning with confidence."
ENG4-SPE-PUR,ENG,English,4,SPE,"Speaking, Writing, Presenting",PUR,Purposes and audiences,"Show an increasing understanding of how to shape texts for different purposes and audiences.<br />indicators:<br />constructs texts that show an awareness of purpose and audience through deliberate choice of content, language, and text form; <br />conveys and sustains personal voice where appropriate."
ENG4-SPE-IDE,ENG,English,4,SPE,"Speaking, Writing, Presenting",IDE,Ideas,"Select, develop, and communicate ideas on a range of topics.<br />indicators:<br />forms and communicates ideas and information clearly, drawing on a range of sources;<br />adds or changes details and comments to support ideas, showing thoughtful selection in the process;<br />ideas show increasing awareness of a range of dimensions or viewpoints."
ENG4-SPE-LAN,ENG,English,4,SPE,"Speaking, Writing, Presenting",LAN,Language features,"Use a range of language features appropriately, showing an increasing understanding of their effects.<br />indicators:<br />uses a range of oral, written, and visual features to create meaning and effect and to sustain interest; <br />uses a range of vocabulary to communicate precise meaning;<br />demonstrates a good understanding of spelling patterns in written English, with few intrusive errors;<br />uses a wide range of strategies to self monitor and self correct spelling;<br />writes with increasing speed and endurance to suit the nature of the task and its purpose, without significant loss of legibility; <br />uses a range of text conventions, including grammatical conventions, appropriately, effectively, and with increasing accuracy."
ENG4-SPE-STR,ENG,English,4,SPE,"Speaking, Writing, Presenting",STR,Structure,"Organise texts using a range of appropriate structures.<br />indicators:<br />achieves some coherence and wholeness when constructing texts;<br />organises and sequences ideas and information for a particular purpose or effect;<br />uses a variety of sentence structures, beginnings, and lengths for effect."
ENG5-LIS-PRO,ENG,English,5,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies purposefully and confidently to identify, form, and express increasingly sophisticated ideas.<br />indicators:<br />selects and reads texts for enjoyment and personal fulfilment;<br />recognises, understands, and considers the connections between oral, written, and visual language;<br />integrates sources of information and prior knowledge purposefully and confidently to make sense of increasingly varied and complex texts;<br />selects and uses appropriate processing and comprehension strategies with confidence;<br />thinks critically about texts with understanding and confidence;<br />monitors, self evaluates, and describes progress, articulating learning with confidence."
ENG5-LIS-PUR,ENG,English,5,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,"Show an understanding of how texts are shaped for different purposes and audiences.<br />indicators:<br />recognises, understands, and considers how texts are constructed for a range of purposes, audiences, and situations;<br />identifies particular points of view within texts and recognises that texts can position a reader;<br />evaluates the reliability and usefulness of texts with confidence."
ENG5-LIS-IDE,ENG,English,5,LIS,"Listening, Reading, and Viewing",IDE,Ideas,"Show an understanding of ideas within, across, and beyond texts.<br />indicators:<br />makes meaning by understanding increasingly comprehensive ideas in texts and the links between them;<br />makes connections by exploring ideas within and between texts from a range of contexts;<br />recognises that there may be more than one reading available within a text;<br />makes and supports inferences from texts independently."
ENG5-LIS-LAN,ENG,English,5,LIS,"Listening, Reading, and Viewing",LAN,Language features,"Show an understanding of how language features are used for effect within and across texts.<br />indicators:<br />identifies oral, written, and visual language features and understands their effects;<br />uses an increasing vocabulary to make meaning;<br />understands how a range of text conventions work together to create meaning and effect;<br />understands that authors have different voices and styles and can identify those differences."
ENG5-LIS-STR,ENG,English,5,LIS,"Listening, Reading, and Viewing",STR,Structure,Show an understanding of a range of structures.<br />indicator:<br />identifies and understands the characteristics and conventions of a range of text forms and considers how they contribute to and affect text meaning.
ENG5-SPE-PRO,ENG,English,5,SPE,"Speaking, Writing, Presenting",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies purposefully and confidently to identify, form, and express increasingly sophisticated ideas.<br />indicators:<br />uses an increasing understanding of the connections between oral, written, and visual language when creating texts;<br />creates a range of increasingly varied and complex texts by integrating sources of information and processing strategies;<br />seeks feedback and makes changes to texts to improve clarity, meaning, and effect;<br />is reflective about the production of own texts: monitors and self evaluates progress, articulating learning with confidence."
ENG5-SPE-PUR,ENG,English,5,SPE,"Speaking, Writing, Presenting",PUR,Purposes and audiences,"Show an understanding of how to shape texts for different audiences and purposes.<br />indicators:<br />constructs a range of texts that demonstrate an understanding of purpose and audience through deliberate choice of content, language, and text form; <br />conveys and sustains personal voice where appropriate."
ENG5-SPE-IDE,ENG,English,5,SPE,"Speaking, Writing, Presenting",IDE,Ideas,"Select, develop, and communicate purposeful ideas on a range of topics.<br />indicators:<br />develops and communicates increasingly comprehensive ideas, information, and understandings;<br />develops ideas by adding details or making links to other ideas and details;<br />ideas show an awareness of a range of dimensions or viewpoints."
ENG5-SPE-LAN,ENG,English,5,SPE,"Speaking, Writing, Presenting",LAN,Language features,"Select and use a range of language features appropriately, showing an understanding of their effects.<br />indicators:<br />uses a wide range of oral, written, and visual language features to create meaning and effect and to sustain interest;<br />uses an increasing range of vocabulary to communicate precise meaning;<br />uses a wide range of text conventions, including grammatical and spelling conventions, appropriately, effectively, and with increasing accuracy."
ENG5-SPE-STR,ENG,English,5,SPE,"Speaking, Writing, Presenting",STR,Structure,"Organise texts using a range of appropriate, effective structures.<br />indicators:<br />achieves a sense of coherence and wholeness when constructing texts;<br />organises and develops ideas and information for a particular purpose or effect, using the characteristics and conventions of a range of text forms."
ENG6-LIS-PRO,ENG,English,6,LIS,"Listening, Reading, and Viewing",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies purposefully and confidently to identify, form, and express increasingly sophisticated ideas.<br />indicators:<br />selects and reads texts for enjoyment and personal fulfilment;<br />recognises, understands, and considers the connections between oral, written, and visual language;<br />integrates sources of information and prior knowledge purposefully and confidently to make sense of increasingly varied and complex texts;<br />selects and uses appropriate processing and comprehension strategies with confidence;<br />thinks critically about texts with understanding and confidence;<br />monitors, self evaluates, and describes progress, articulating learning with confidence."
ENG6-LIS-PUR,ENG,English,6,LIS,"Listening, Reading, and Viewing",PUR,Purposes and audiences,"Show a developed understanding of how texts are shaped for different purposes and audiences.<br />indicators:<br />recognises, understands, and considers how texts are constructed for a range of purposes, audiences, and situations;<br />identifies particular points of view within texts and recognises that texts can position a reader;<br />evaluates the reliability and usefulness of texts with confidence."
ENG6-LIS-IDE,ENG,English,6,LIS,"Listening, Reading, and Viewing",IDE,Ideas,"Show a developed understanding of ideas, within, across, and beyond texts.<br />indicators:<br />makes meaning by understanding comprehensive ideas; <br />makes connections by interpreting ideas within and between texts from a range of contexts;<br />recognises that there may be more than one reading available within a text;<br />makes and supports inferences from texts independently."
ENG6-LIS-LAN,ENG,English,6,LIS,"Listening, Reading, and Viewing",LAN,Language features,"Show a developed understanding of how language features are used for effect within and across texts.<br />indicators:<br />identifies a range of oral, written, and visual language features and understands their effects;<br />uses an increasing vocabulary to make meaning;<br />understands and interprets how text conventions work together to create meaning and effect;<br />understands that authors have different voices and styles and identifies and can explain these differences."
ENG6-LIS-STR,ENG,English,6,LIS,"Listening, Reading, and Viewing",STR,Structure,Show a developed understanding of a range of structures.<br />indicator:<br />identifies and understands the characteristics and conventions of a range of text forms and considers how they contribute to and affect text meaning.
ENG6-SPE-PRO,ENG,English,6,SPE,"Speaking, Writing, Presenting",PRO,Processes and strategies,"Integrate sources of information, processes, and strategies purposefully and confidently to identify, form, and express increasingly sophisticated ideas.<br />indicators:<br />uses an increasing understanding of the connections between oral, written, and visual language when creating texts;<br />creates a range of increasingly varied and complex texts by integrating sources of information and processing strategies;<br />seeks feedback and makes changes to texts to improve clarity, meaning, and effect;<br />is reflective about the production of own texts: monitors and self<br />evaluates progress, articulating learning with confidence."
ENG6-SPE-PUR,ENG,English,6,SPE,"Speaking, Writing, Presenting",PUR,Purposes and audiences,"Show a developed understanding of how to shape texts for different audiences and purposes.<br />indicators:<br />constructs a range of texts that demonstrate an understanding of purpose and audience through deliberate choice of content, language, and text form; <br />conveys and sustains personal voice where appropriate."
ENG6-SPE-IDE,ENG,English,6,SPE,"Speaking, Writing, Presenting",IDE,Ideas,"Select, develop, and communicate connected ideas on a range of topics.<br />indicators:<br />develops and communicates comprehensive ideas, information, and understandings;<br />works towards creating coherent, planned whole texts by adding details to ideas or making links to other ideas and details;<br />ideas show an understanding and awareness of a range of dimensions or viewpoints."
ENG6-SPE-LAN,ENG,English,6,SPE,"Speaking, Writing, Presenting",LAN,Language features,"Select and use a range of language features appropriately for a variety of effects.<br />indicators:<br />uses a wide range of oral, written, and visual language features with control to create meaning and effect and to sustain interest;<br />uses an increasing vocabulary to communicate precise meaning;<br />uses a wide range of text conventions, including grammatical and spelling conventions, appropriately, effectively, and with accuracy."
ENG6-SPE-STR,ENG,English,6,SPE,"Speaking, Writing, Presenting",STR,Structure,"Organise texts, using a range of appropriate, effective structures.<br />indicators:<br />achieves a sense of coherence and wholeness when constructing texts;<br />organises and develops ideas and information for a particular purpose or effect, using the characteristics and conventions of a range of text forms."
